690, 0
700, 0.107
710, 0.140
720, 0.202
730, 0.380
740, 0.526
750, 0.359
760, 0.415
770, 0.391
780, 0.410
790, 0.419
800, 0.424
810, 0.416
820, 0.381
830, 0.352
840, 0.324
850, 0.305
860, 0.440
870, 0.412
880, 0.351
890, 0.312
900, 0.278
910, 0.244
920, 0.190
930, 0.132
940, 0.456
950, 0.330
960, 0.286
970, 0.271
980, 0.271
990, 0.275
1000, 0.228
1010, 0.182
1020, 0.154
1030, 0.124
1040, 0.084
