,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000,1010,1020
195.9058228,-0.000868838,-0.000677175,-0.000497976,-0.000741099,-0.000434762,-0.000944154,-0.000533461,-0.000875149,-0.000341456,-0.000460378,-0.000598173,-0.000552787,-0.000524545,-0.00084194,-0.000746113,-0.000633604,-0.00062115,-0.000748749,-0.000644155,-0.000744246,-0.000689003,-0.000657333,-0.000621644,-0.000653044,-0.000223071,-0.000646492,-0.000878692,-0.000692537,-0.000542732,-0.000420092,-0.000501105,-0.000490779
196.1057587,0.001804493,0.001819612,0.001624674,0.001940683,0.001672466,0.00149659,0.00162093,0.001503665,0.002158938,0.001361006,0.00212753,0.001480013,0.001699648,0.00148896,0.001569102,0.001792976,0.002002264,0.001531331,0.002026758,0.001535544,0.002039523,0.001478179,0.001778481,0.001530713,0.001730333,0.001684855,0.001922301,0.001480305,0.001846111,0.001518231,0.001651361,0.001741744
196.3057251,-0.00026449,-0.000569161,-1.36033E-05,-0.000451175,-0.00065844,-0.000611444,-0.000436469,-0.000502539,-0.000340601,-0.000252582,-0.000411207,-0.000292902,-0.000425362,-3.99001E-05,-0.000129847,-0.000395406,-0.000534638,-0.000640634,-0.000368661,-0.000145326,-0.000624934,-0.000455477,-0.000151792,-0.000306337,-7.51728E-05,-0.000600133,-0.000399275,-0.000378414,-0.000496322,-0.00050189,-0.00042452,-0.000207987
196.5056915,-0.001332816,-0.001263655,-0.001130064,-0.001303465,-0.001161587,-0.000962369,-0.001089165,-0.001228781,-0.00085033,-0.001285675,-0.001020782,-0.00147405,-0.001095873,-0.000993502,-0.000917448,-0.001096711,-0.001160988,-0.00127657,-0.000670364,-0.001335163,-0.001073733,-0.001001811,-0.00087152,-0.000897196,-0.001230752,-0.001045002,-0.000714372,-0.000889852,-0.001252441,-0.001398175,-0.000820664,-0.001360712
196.7056885,-0.000304851,0.000303467,0.000246854,8.5862E-05,-0.000307221,-8.51168E-05,-0.000287851,3.27894E-05,0.000160207,0.000398605,0.000452229,-0.000235154,0.000298446,0.000320555,0.000435353,8.19519E-05,0.000306957,0.000193413,0.000518028,0.000491276,0.000367346,0.000301193,0.000160422,-0.000114314,0.000239353,0.000205397,0.000189474,0.000171549,0.000404543,0.000341215,0.000215817,0.000124305
196.9057007,-0.001389954,-0.00156258,-0.001353009,-0.001573726,-0.001195401,-0.001315838,-0.001566617,-0.001327917,-0.001089833,-0.001552153,-0.001514262,-0.001532663,-0.001128069,-0.001769122,-0.001343078,-0.001135253,-0.001443959,-0.001537833,-0.001380505,-0.001519677,-0.000995632,-0.00117672,-0.001256533,-0.00133322,-0.001049141,-0.001609756,-0.001538069,-0.001447172,-0.001399451,-0.001153046,-0.001632074,-0.001300612
197.1057281,0.000465455,0.000524972,0.000614693,0.000365961,0.00022685,0.000243129,0.000680171,0.000550107,0.000745112,0.000796471,0.000586735,0.000397251,0.000519886,0.000263343,0.000459451,0.000430318,0.000686097,0.000708534,0.000546553,0.000317815,0.000555663,0.000411473,0.000626389,0.000209896,0.000577072,0.00043589,0.000520996,0.000399401,0.000636273,0.00060754,0.000678574,0.000598854
197.3057861,-0.001311753,-0.001950005,-0.001424433,-0.001974766,-0.001686501,-0.002025667,-0.001515732,-0.001362402,-0.001524,-0.001468951,-0.001493219,-0.001778888,-0.001655116,-0.001507907,-0.001557956,-0.001502214,-0.001763198,-0.001749458,-0.001496911,-0.001597824,-0.001747963,-0.001673,-0.001347148,-0.001604149,-0.00140102,-0.001630881,-0.001777363,-0.00133233,-0.001649237,-0.001717791,-0.001824843,-0.001343303
197.5058594,-0.000479954,-0.000351999,-0.000145858,-0.000276289,-0.000261997,-0.000503357,-0.000528238,-0.0002098,0.000166927,-4.75654E-05,-0.000196461,-0.000370251,-0.000178323,-0.000337919,-0.000126861,-1.93718E-05,-0.000529484,-0.000502604,2.9266E-05,-0.000251955,0.000145855,9.86742E-05,-0.000199883,-0.000368817,-0.000327234,-0.000465073,-0.000106128,-0.000115036,-0.000107149,-4.65768E-05,-0.000462801,-0.00031593
197.7059479,-0.000678135,-0.000337017,-0.000612049,-0.000611218,-0.000835628,-0.000902146,-0.00033525,-0.00061371,-0.000261057,-0.000392196,-0.000216701,-0.000405619,-0.000477829,-0.000413826,-0.000584858,-0.000732573,-0.000241966,-0.000989082,-0.000795184,-0.000838229,-0.000257968,-0.000607944,-0.000736424,-0.000543725,-0.000793794,-0.000691559,-0.000828379,-0.000706892,-0.000660665,-0.000624013,-0.000903788,-0.000216198
197.9060516,0.001198614,0.00085919,0.001088491,0.001032723,0.000880808,0.000801791,0.001210884,0.001109519,0.001249733,0.000913532,0.00083987,0.000784705,0.00085041,0.000621528,0.001303342,0.001011433,0.000818943,0.001004384,0.001236459,0.000855398,0.00093331,0.001313085,0.001214737,0.001063371,0.000770669,0.000733596,0.001001148,0.001150293,0.001127554,0.000991599,0.000941116,0.000703908
198.1061859,-0.002554637,-0.002263884,-0.002154957,-0.002750583,-0.002421574,-0.002614383,-0.002452982,-0.00293091,-0.002113273,-0.002719015,-0.002874093,-0.002962359,-0.002379003,-0.002685091,-0.002422899,-0.002676442,-0.002566322,-0.002501827,-0.002571868,-0.002678055,-0.002513526,-0.002573638,-0.002499984,-0.002882973,-0.002660204,-0.00240584,-0.002786937,-0.002635239,-0.002363271,-0.002935857,-0.002193212,-0.002442131
198.3063202,0.001540236,0.001588342,0.001517889,0.001559989,0.001642318,0.001760148,0.001514307,0.00148061,0.001787258,0.001554083,0.001582372,0.001757023,0.001526139,0.001329626,0.001707923,0.001900349,0.001637278,0.002053103,0.001685996,0.001751841,0.001671099,0.001744753,0.001859626,0.001408328,0.001638838,0.001774288,0.00194853,0.002158321,0.001875491,0.001826411,0.001793797,0.001696663
198.506485,-0.001429749,-0.000936313,-0.000853852,-0.001105991,-0.00114441,-0.000854075,-0.001143122,-0.001423258,-0.000984159,-0.001188046,-0.001048694,-0.000832853,-0.00061088,-0.001007808,-0.000803482,-0.001049403,-0.001055081,-0.001300597,-0.000819111,-0.001133955,-0.001019831,-0.001030412,-0.001014164,-0.001219943,-0.000891626,-0.000874044,-0.000745237,-0.000826059,-0.001158653,-0.00117906,-0.000585734,-0.001036731
198.7066803,0.002731865,0.002581921,0.002741068,0.002746384,0.002976513,0.002636517,0.003043835,0.003269104,0.00278898,0.003263778,0.003065157,0.002807524,0.002794247,0.002806555,0.002865636,0.00284858,0.002597489,0.002978785,0.003267668,0.002701284,0.002932861,0.003179056,0.002886831,0.002694058,0.002904724,0.002463463,0.002753534,0.002991687,0.002624782,0.002527797,0.002557435,0.002506618
198.9068756,-5.63066E-05,-9.45016E-05,-4.90092E-05,-0.000218323,-0.000259644,-0.000364526,-3.09881E-05,-0.000312587,0.000128647,0.000204002,-0.00025349,-0.00010967,0.00010244,-0.000464126,-0.00037328,-0.000167362,-0.000135276,0.000101254,-8.18167E-05,-8.62343E-06,-4.93361E-05,1.36844E-05,8.32381E-05,5.15648E-05,-0.000360273,-9.68238E-05,-0.00029806,0.000341625,-0.000248814,-0.000160586,-0.000313504,-0.000226845
199.1071014,-0.000491184,-0.00060957,-0.000523583,-0.000560823,-0.000444548,-0.000727227,-0.00069103,-0.000943437,-0.000694254,-0.000525066,-0.000508917,-0.000633088,-0.000649065,-0.000489774,-0.000410881,-0.000479662,-0.000771955,-0.000982172,-0.000917431,-0.000836002,-0.0003375,-0.000743719,-0.000480454,-0.000441532,-0.000502074,-0.000362307,-0.000631185,-0.000437619,-0.00030512,-0.000939857,-0.000702959,-0.000606117
199.3073425,-0.001383161,-0.000818358,-0.000852296,-0.001064729,-0.000570603,-0.000873733,-0.000866211,-0.00122878,-0.000735544,-0.000980039,-0.001126797,-0.000904945,-0.00106364,-0.000919809,-0.000789106,-0.001189855,-0.00083573,-0.000805113,-0.000697281,-0.000652803,-0.000447024,-0.001056653,-0.000674905,-0.000975809,-0.000828608,-0.000904002,-0.001018301,-0.000533527,-0.00094412,-0.000922702,-0.000836445,-0.001063698
199.5075989,0.000266773,0.00040713,0.000809271,0.000322411,0.000431877,0.000428643,0.000211538,0.000102687,0.000644536,0.000223578,0.000691781,0.000257438,0.000434408,0.000222109,0.000625303,0.000461874,0.000375148,0.00019582,0.000439117,0.000914697,0.000723743,0.000580339,0.000583703,0.0006197,0.00073155,0.000629569,0.000658998,0.000602816,0.000404485,0.000605271,0.000775449,0.000605606
199.7078857,8.26116E-05,-0.000364817,-0.000638345,-0.001111319,-0.000121619,-0.000802336,-0.00100791,-0.000926835,-0.000548667,-0.000690163,-0.000499795,-0.001200744,-0.000547005,-0.000634603,-0.000771842,-0.000676411,-0.000895209,6.27753E-05,-0.000431651,-0.001007019,-0.00065729,-0.00061452,-0.000659784,-0.000996232,-0.000618456,0.000171013,-0.000115704,-0.000618419,-0.000516622,-0.00086557,-0.000513123,-0.000780252
199.9081726,6.07215E-05,0.000167605,-7.75531E-05,-0.000160496,0.000195978,-1.1344E-05,6.27203E-05,-5.97153E-05,0.000250264,0.000110312,3.17923E-05,0.000124464,-4.46432E-05,0.000246183,4.5641E-05,0.000200593,0.000213914,-0.000108255,0.000131264,-0.000194901,0.000139082,-2.45323E-05,0.000104177,-0.000187869,0.000245384,0.000173311,0.000251007,-0.000114287,2.1885E-05,-0.000141746,-0.000147835,-0.000201296
200.10849,0.00144182,0.001650658,0.001578062,0.001397015,0.001537176,0.001145796,0.001905456,0.001645648,0.001609317,0.001225946,0.001562899,0.001872015,0.001557655,0.001562401,0.001442164,0.001552857,0.001475246,0.001508105,0.001522309,0.001639813,0.001415181,0.00171686,0.001616461,0.00152845,0.001621463,0.001640554,0.001481259,0.001317561,0.00145089,0.001526453,0.001428449,0.001623235
200.3088226,0.000688533,0.000270496,0.000827868,0.000778973,0.000580549,0.000514953,0.00059888,0.000439714,0.000817157,0.000848162,0.000675416,0.000555553,0.000887058,0.000539728,0.00072143,0.000310213,0.000549399,0.000448809,0.000607933,0.000540057,0.000525718,0.000659981,0.000576278,0.000448602,0.000610717,0.000568629,0.000239809,0.000821722,0.000544715,0.000468156,0.000502415,0.000526261
200.5091858,-0.0010828,-0.000891267,-0.000934198,-0.001035396,-0.00104224,-0.000682091,-0.001102682,-0.000910378,-0.000854134,-0.000898263,-0.000963827,-0.001226385,-0.00103509,-0.000935104,-0.001184757,-0.001025487,-0.001008522,-0.000541496,-0.000930926,-0.001430429,-0.000642172,-0.000926035,-0.001044802,-0.000855918,-0.001314684,-0.000823557,-0.001019739,-0.000687381,-0.000867591,-0.001199543,-0.000927817,-0.001029297
